Title,IMDb,Netflix,Hulu,Prime Video,Disney+,Genres,Runtime
The Devil's Violinist,6.1,0,0,1,0,Biography;Drama;Musical,122
Unfinished Business,5.4,0,0,1,0,Comedy;Drama,91
Ticked-Off Trannies with Knives,5.5,0,0,1,0,Comedy;Thriller,90
The Princess and the Pilot,7.1,0,0,1,0,Animation;Action;Adventure;Drama;Family;Romance;War,99
The Seduction of Mimi,7.4,0,0,1,0,Comedy;Drama,121
The Good Catholic,5.2,0,0,1,0,Comedy;Drama,98
Keeping Rosy,6.4,0,0,1,0,Drama;Thriller,89
Time Traveller: The Girl Who Leapt Through Time,6.5,0,0,1,0,Adventure;Sci-Fi,122
Thaanaa Serndha Koottam,6.8,0,0,1,0,Action;Comedy;Crime,138
Nate & Margaret,6.2,0,0,1,0,Comedy;Drama;Romance,80
Shubh Mangal Zyada Saavdhan,5.9,0,0,1,0,Comedy;Romance,117
Crazy Mama,5.5,0,0,1,0,Action;Comedy;Drama;Crime,83
Pitfall,7.2,0,0,1,0,Crime;Film-Noir;Thriller,86
A Simple Curve,6.6,0,0,1,0,Drama,92
The Coca-Cola Kid,6,0,0,1,0,Comedy;Drama,98
Vazhakku Enn 18/9,8.3,0,0,1,0,Crime;Drama;Thriller,124
Ajab Prem Ki Ghazab Kahani,6.3,0,0,1,0,Action;Comedy;Romance,150
Mr 420,8,0,0,1,0,Comedy,
All About the Money,5.8,0,0,1,0,Action;Comedy;Crime;Thriller,95
Uttama Villain,7.2,0,0,1,0,Comedy;Drama,171
Slice,4.5,0,0,1,0,Comedy;Crime;Fantasy;Horror,83
Dearest,7.6,0,0,1,0,Drama,128
Message Man,6.1,0,0,1,0,Action;Crime;Thriller,91
Nora,6,0,0,1,0,Biography;Drama,106
The Challenger Disaster,6.5,0,0,1,0,Drama,98
Kaagaz Ke Phool,8,0,0,1,0,Romance,148
For Grace,7.3,0,0,1,0,Documentary;Biography;Family,92
Play the Game,6.4,0,0,1,0,Comedy;Romance,105
Combat Girls,6.8,0,0,1,0,Drama,103
God of Love,7.6,0,0,1,0,Short;Comedy;Fantasy;Romance,18
Friends (With Benefits),5.2,0,0,1,0,Comedy;Romance,94
Dakota Skye,6.6,0,0,1,0,Drama;Romance,89
Bruno,6.1,0,0,1,0,Comedy,81
The Sheik,7.1,0,0,1,0,Adventure;Drama;Romance,86
Genius on Hold,7,0,0,1,0,Documentary,91
Hey Hey It's Esther Blueburger,6.3,0,0,1,0,Comedy;Drama,103
Vice Squad,6.6,0,0,1,0,Action;Crime;Drama;Thriller,97
Blueberry,5.2,0,0,1,0,Adventure;Western,124
The Yellow Wallpaper,6.8,0,0,1,0,Drama,80
Fine Dead Girls,7.2,0,0,1,0,Drama;Thriller,77
Illuminata,6.1,0,0,1,0,Drama;Romance,119
The Secret Diaries of Miss Anne Lister,7,0,0,1,0,Biography;Drama;Romance,92
Freeway II: Confessions of a Trickbaby,5.7,0,0,1,0,Comedy;Crime;Drama;Thriller,97
Road to Nowhere,5.4,0,0,1,0,Comedy,25
Edie & Thea: A Very Long Engagement,7.9,0,0,1,0,Documentary;Drama;Romance,61
Robot Overlords,4.6,0,0,1,0,Action;Adventure;Sci-Fi,90
Tower Block,5.9,0,0,1,0,Thriller,90
Bait,5.8,0,0,1,0,Action;Adventure;Drama;Horror;Thriller,93
My Father And The Man In Black,6.5,0,0,1,0,Documentary;Biography;Music,87
Firaaq,7.4,0,0,1,0,Drama;History,101
The End of Love,5.9,0,0,1,0,Drama,89
Space Pirate Captain Harlock: Arcadia of My Youth,7.2,0,0,1,0,Animation;Action;Adventure;Drama;Sci-Fi,130
Sennentuntschi,6.5,0,0,1,0,Horror;Mystery,115
Zenith,6.4,0,0,1,0,Sci-Fi;Thriller,93
Thamizh Padam,7.3,0,0,1,0,Comedy,160
Girltrash: All Night Long,6.4,0,0,1,0,Comedy;Crime;Drama;Musical,86
The Last Warrior,6.5,0,0,1,0,Action;Adventure,107
Buddy,6.8,0,0,1,0,Adventure;Comedy;Drama;Family,84
Around the Block,5.9,0,0,1,0,Drama,104
Angry Video Game Nerd: The Movie,5.6,0,0,1,0,Adventure;Comedy;Sci-Fi,115
Unraveled,6.2,0,0,1,0,Crime,
Everyday People,6.5,0,0,1,0,Comedy,111
Robot Carnival,7,0,0,1,0,Animation;Comedy;Drama;Fantasy;Sci-Fi,90
Dead Heat,6.1,0,0,1,0,Action;Comedy;Horror;Sci-Fi;Thriller,86
The House by the Sea,6.5,0,0,1,0,Drama,107
Walt Before Mickey,5.9,0,0,1,0,Biography;Drama,107
Bang Bang Baby,5,0,0,1,0,Drama;Fantasy;Musical;Romance;Sci-Fi,90
Day of Anger,7.1,0,0,1,0,Action;Western,111
Tilt,4.9,0,0,1,0,Drama,111
Final Girl,4.7,0,0,1,0,Horror;Thriller,90
Unforgettable,6,0,0,1,0,Crime;Drama;Mystery,60
Camila,6.9,0,0,1,0,Drama;Romance,107
Wild Bill,5.9,0,0,1,0,Action;Biography;Western,98
Falling Overnight,6.7,0,0,1,0,Drama;Romance,86
Happiness Continues,7.5,0,0,1,0,Documentary;Music,104
Desert Blue,6.2,0,0,1,0,Drama,90
Guncrazy,5.5,0,0,1,0,Crime;Drama;Romance;Thriller,97
The Twilight of the Golds,6.5,0,0,1,0,Drama;Romance,92
All I See Is You,5.4,0,0,1,0,Drama;Mystery;Romance,109
Pressure,5.6,0,0,1,0,Drama;Thriller,91
The Girl,6.2,0,0,1,0,Biography;Drama,91
Entertaining Angels - The Dorothy Day Story,6.1,0,0,1,0,Biography;Drama;Romance,110
Out of the Blue,7.7,0,0,1,0,Drama,94
Hostile Border,5.4,0,0,1,0,Drama;Thriller,88
Sweet Rush,6.4,0,0,1,0,Drama,85
Maine Pyar Kiya,7.3,0,0,1,0,Drama;Family;Musical;Romance,192
The Curiosity of Chance,6.6,0,0,1,0,Comedy,98
Hank and Asha,6.5,0,0,1,0,Comedy;Romance,73
Walter,5.3,0,0,1,0,Comedy;Drama,94
The Memphis Belle: A Story of a Flying Fortress,7.3,0,0,1,0,Documentary;History;War,45
Nostradamus,5.8,0,0,1,0,Biography;Drama,119
Grand Theft Parsons,6,0,0,1,0,Adventure;Comedy;Drama,88
Swimfan,5.1,0,0,1,0,Drama;Thriller,85
Kung Fu Elliot,6.4,0,0,1,0,Documentary;Biography;Comedy;Drama;Romance,81
The Million Pound Note,6.9,0,0,1,0,Comedy;Romance,90
Discreet,4.8,0,0,1,0,Drama;Romance,82
Warm Springs,7.5,0,0,1,0,Biography;Drama,121
The Living Wake,6.3,0,0,1,0,Comedy,91
Businessman,7.1,0,0,1,0,Documentary,
In a Year with 13 Moons,7.5,0,0,1,0,Drama,124
War on Whistleblowers: Free Press and the National Security State,7.5,0,0,1,0,Documentary,67
Breaking & Exiting,5.6,0,0,1,0,Comedy;Drama,78
The Revival,5.4,0,0,1,0,Drama;Romance,85
The Legend of the Holy Drinker,7.2,0,0,1,0,Drama,128
Animal,4.7,0,0,1,0,Comedy;Sci-Fi,84
Anguish,4.5,0,0,1,0,Horror;Thriller,86
Bleeding Steel,5.2,0,0,1,0,Action;Adventure;Sci-Fi;Thriller,109
Flytrap,7.2,0,0,1,0,Comedy;Drama;Sci-Fi;Thriller,81
Christmas Story,7,0,0,1,0,Comedy;Family,94
Naked as We Came,6.2,0,0,1,0,Drama,87
Duel to the Death,7.2,0,0,1,0,Action;Drama,86
Where the Lilies Bloom,7.2,0,0,1,0,Drama;Family;Romance,98
Why We Fight: The Nazis Strike,7.1,0,0,1,0,Documentary;Short;War,41
Paris Was a Woman,7.4,0,0,1,0,Documentary,75
For Ellen,6,0,0,1,0,Drama,94
The Adventurer: The Curse of the Midas Box,5.4,0,0,1,0,Adventure;Family;Fantasy,100
Shot,5.3,0,0,1,0,Adventure;Drama;Horror;Mystery;Thriller,86
Lad: A Yorkshire Story,7.9,0,0,1,0,Drama,96
Female Prisoner Scorpion: Beast Stable,7,0,0,1,0,Crime;Drama;Thriller,87
Google and the World Brain,6.7,0,0,1,0,Documentary;Drama,90
Süskind,6.9,0,0,1,0,Biography;Drama;History;War,118
Plastic China,7.7,0,0,1,0,Documentary,82
The Object of Beauty,5.6,0,0,1,0,Comedy;Crime;Drama,103
Milton's Secret,5.8,0,0,1,0,Drama;Family,88
George Carlin: What Am I Doing in New Jersey?,8.2,0,0,1,0,Documentary;Comedy,61
Kill Your Friends,6,0,0,1,0,Comedy;Crime;Music;Thriller,103
Betrayed,5.5,0,0,1,0,Drama;Film-Noir;Mystery,67
1981,7.2,0,0,1,0,Comedy;Drama;Family;Romance,102
Sundown,5.4,0,0,1,0,Action;Comedy;Romance,103
Kid with the Golden Arm,7.1,0,0,1,0,Comedy;Horror;Mystery;Talk-Show;Thriller,
Dead or Alive 2: Birds,6.8,0,0,1,0,Action;Comedy;Crime;Drama;Thriller,97
Steven Banks: Home Entertainment Center,9.3,0,0,1,0,Comedy,60
Cut Snake,5.8,0,0,1,0,Thriller,94
Leon The Pig Farmer,5.6,0,0,1,0,Comedy,104
Peter Gabriel: Secret World Live,8.9,0,0,1,0,Documentary;Music,102
In Pursuit of Honor,7.2,0,0,1,0,Action;Drama;War,125
Tara Road,6,0,0,1,0,Drama,97
Inner Worlds; Outer Worlds,8.6,0,0,1,0,Documentary;History,122
CodeGirl,6.3,0,0,1,0,Documentary,107
Accidentally Engaged,5.8,0,0,1,0,Romance,86
England Is Mine,5.9,0,0,1,0,Biography;Drama;Music,94
The Ladies Man,5.2,0,0,1,0,Comedy,84
Life Without Principle,6.9,0,0,1,0,Crime;Drama,107
A Midsummer Night's Dream,5.5,0,0,1,0,Comedy;Fantasy;Romance,116
Blackball,5.6,0,0,1,0,Comedy;Drama;Sport,96
Shinjuku Triad Society,6.7,0,0,1,0,Crime;Drama;Mystery;Thriller,100
Adieu Galaxy Express 999,7,0,0,1,0,Animation;Action;Drama;Sci-Fi,135
Knockabout,7.3,0,0,1,0,Action;Comedy;Drama,92
House II: The Second Story,5.4,0,0,1,0,Comedy;Fantasy;Horror,88
Starstruck,7,0,0,1,1,Comedy;Family;Music;Romance,90
Atlas Shrugged: Part II,5.4,0,0,1,0,Drama;Mystery;Sci-Fi,111
Desert Runners,7.6,0,0,1,0,Documentary;Adventure;Drama;Sport,99
The Frame,6.7,0,0,1,0,Crime;Drama;Fantasy;Romance;Thriller,127
American Renegades,5.4,0,0,1,0,Action;Adventure;Crime;Drama;Thriller;War,106
Cherry Tree Lane,4.9,0,0,1,0,Horror;Thriller,77
Good,6.2,0,0,1,0,Drama;Romance;War,92
The Duke Is Tops,5.5,0,0,1,0,Comedy;Drama;Musical,73
Vegucated,7.2,0,0,1,0,Documentary;Comedy,76
Stark Raving Mad,6.4,0,0,1,0,Comedy,30
Attack of the Crab Monsters,4.9,0,0,1,0,Horror;Sci-Fi,62
Strangerland,5.2,0,0,1,0,Drama;Mystery;Thriller,112
Immortal Demon Slayer,5.8,0,0,1,0,Action;Adventure;Family;Fantasy,123
Werner Herzog Eats His Shoe,7.2,0,0,1,0,Documentary;Short,20
Martyr,6.3,0,0,1,0,Action;Drama,174
Blood Ransom,4.6,0,0,1,0,Fantasy;Romance;Thriller,101
Hick,5.6,0,0,1,0,Comedy;Drama,99
Eating Out: All You Can Eat,5.8,0,0,1,0,Comedy;Drama;Romance,80
Mad Cowgirl,5.4,0,0,1,0,Drama;Horror;Romance;Thriller,89
Muse,5.4,0,0,1,0,Drama;Horror;Sci-Fi,96
Nurse.Fighter.Boy,6.3,0,0,1,0,Drama,93
Hello Guru Prema Kosame,7.1,0,0,1,0,Comedy;Romance,140
Two Acres of Land,8.4,0,0,1,0,Drama,131
Small Time,6,0,0,1,0,Drama,104
Almost an Angel,5.6,0,0,1,0,Comedy;Drama,95
All Summers End,6,0,0,1,0,Drama;Romance,90
Madonna: Sticky & Sweet Tour,8.5,0,0,1,0,Documentary;Music;Musical,130
Radio Free Albemuth,5.6,0,0,1,0,Drama;Sci-Fi,111
Blood and Chocolate,5.5,0,0,1,0,Drama;Fantasy;Horror;Romance,98
Our Love Story,6.8,0,0,1,0,Drama;Romance,99
Mashaal,7.4,0,0,1,0,Action;Drama;Family,162
Sabata,6.8,0,0,1,0,Western,111
The Railway Children,7.3,0,0,1,0,Family;Drama,109
17 Miracles,6.3,0,0,1,0,Adventure;History,113
Bite,4.9,0,0,1,0,Horror,88
A Bird of the Air,6.6,0,0,1,0,Drama;Romance,108
Fukrey Returns,6.5,0,0,1,0,Comedy,141
The Ultimate Life,5.8,0,0,1,0,Drama;Romance,105
Fanney Khan,4.5,0,0,1,0,Comedy;Drama;Music,130
For Pete's Sake,6.2,0,0,1,0,Comedy,90
Coin Locker Girl,6.7,0,0,1,0,Crime;Drama;Thriller,110
Heaven,6.8,0,0,1,0,Drama;Thriller,88
High Fantasy,4.5,0,0,1,0,Comedy;Drama,71
The Arrested Development Documentary Project,6.7,0,0,1,0,Documentary;Comedy,75
Original Gangstas,5.7,0,0,1,0,Action;Crime;Drama;Thriller,99
1000 To 1,7,0,0,1,0,Biography;Drama,99
Ditto,7.1,0,0,1,0,Drama;Romance;Sci-Fi,110
Lewis Black: Red; White & Screwed,7.8,0,0,1,0,Documentary;Comedy,60
Beyond The Sky,5.8,0,0,1,0,Mystery;Sci-Fi;Thriller,82
Two Ninas,6.1,0,0,1,0,Romance;Comedy,88
Song One,5.8,0,0,1,0,Drama;Music,86
Day Dreams,6.9,0,0,1,0,Short;Comedy,23
Harlequin,6.2,0,0,1,0,Drama;Fantasy;Mystery;Thriller,95
Marfa Girl,5.3,0,0,1,0,Drama,105
Higher,7.7,0,0,1,0,Documentary;Action;Adventure,95
Uncertain Terms,5.8,0,0,1,0,Comedy;Drama,75
Kill Chain,5,0,0,1,0,Action;Thriller,91
The Great Gabbo,6.1,0,0,1,0,Drama;Musical;Romance,92
Redbad,5.4,0,0,1,0,Action;Adventure;Drama;History;War,160
Tad; the Lost Explorer,5.9,0,0,1,0,Animation;Adventure;Comedy;Family,92
Marius,6.7,0,0,1,0,Comedy;Drama;Romance,130
PressPausePlay,7.5,0,0,1,0,Documentary;Music,80
The Hollow Point,5.4,0,0,1,0,Crime;Drama;Thriller;Western,97
The Homestretch,6.7,0,0,1,0,Drama;Romance;Sport,99
Michael Jordan: Come Fly with Me,8.1,0,0,1,0,Documentary;Short;Sport,42
Matango,6.5,0,0,1,0,Drama;Horror;Mystery;Sci-Fi;Thriller,89
Masti,6.2,0,0,1,0,Comedy;Crime;Mystery;Thriller,166
Reclaiming the Blade,8.3,0,0,1,0,Documentary,90
I Am Secretly An Important Man,6.6,0,0,1,0,Documentary;Biography,87
Go Further,6.5,0,0,1,0,Documentary,100
What Remains,7.9,0,0,1,0,Drama;Mystery;Thriller,240
Gotti,4.8,0,0,1,0,Biography;Crime;Drama,112
Chalti Ka Naam Gaadi,8,0,0,1,0,Comedy;Musical;Romance,173
Mary and Martha,6.9,0,0,1,0,Drama,95
Days of Grace,6.7,0,0,1,0,Crime;Thriller,133
Lipstick & Dynamite; Piss & Vinegar: The First Ladies of Wrestling,6.9,0,0,1,0,Documentary;Biography;History,83
George Carlin: Carlin on Campus,8.1,0,0,1,0,Documentary;Comedy,60
Crazy As Hell,5.9,0,0,1,0,Drama;Thriller,113
Sassy Pants,6.2,0,0,1,0,Comedy;Drama,88
Etoiles: Dancers of the Paris Opera Ballet,7.2,0,0,1,0,Documentary;Music,100
Goodbye World,5.5,0,0,1,0,Comedy;Drama,99
Heart of the Dragon,6.5,0,0,1,0,Action;Comedy;Crime;Drama;Thriller,98
Kill Me Later,6.3,0,0,1,0,Crime;Drama;Thriller,89
Strange Wilderness,5.3,0,0,1,0,Adventure;Comedy,87
Mister Rogers: It's You I Like,8.3,0,0,1,0,Documentary,58
Chongqing Hot Pot,6.6,0,0,1,0,Comedy;Crime;Thriller,94
Conduct Unbecoming,6.5,0,0,1,0,Drama;Crime;Mystery,107
The Evening Star,5.9,0,0,1,0,Comedy;Drama;Romance,129
Blue Gold: World Water Wars,7.7,0,0,1,0,Documentary,90
The Woman in the Fifth,5.3,0,0,1,0,Drama;Mystery;Thriller,84
Just Write,6.3,0,0,1,0,Comedy;Romance,102
Dirty Ho,7.1,0,0,1,0,Action;Comedy;Drama,97
Class of Nuke 'Em High,5.7,0,0,1,0,Comedy;Horror;Sci-Fi;Thriller,85
A Good Marriage,5.2,0,0,1,0,Crime;Drama;Thriller,102
Man Vs.,5.6,0,0,1,0,Horror;Sci-Fi;Thriller,87
A Night in Old Mexico,5.7,0,0,1,0,Adventure;Drama;Western,103
Houdini,7.4,0,0,1,0,Biography;Drama,174
Kabul Express,6.8,0,0,1,0,Adventure;Comedy;Drama;Thriller;War,105
Antboy,5.2,0,0,1,0,Adventure;Comedy;Family,77
Home of the Brave,5.6,0,0,1,0,Action;Drama;War,106
Drunks,6.4,0,0,1,0,Drama,90
Cops vs. Thugs,7.2,0,0,1,0,Action;Crime,100
Yamadonga,7.3,0,0,1,0,Action;Comedy;Fantasy,185
Under an Arctic Sky,7,0,0,1,0,Documentary;Short;Adventure;Sport,39
The Strange Woman,6.7,0,0,1,0,Drama;Film-Noir;Romance;Thriller,100
Elephant,7.1,0,0,1,1,Crime;Drama;Thriller,81
Leo's Room,6.5,0,0,1,0,Drama;Romance,95
Only When I Laugh,6.4,0,0,1,0,Comedy,30
Raid on Entebbe,6.8,0,0,1,0,Action;Drama;History,145
Sea Prince and the Fire Child,7,0,0,1,0,Animation;Drama;Family;Fantasy;Romance,108
The Last Descent,5.3,0,0,1,0,Drama,105
Electra,7.6,0,0,1,0,Drama,173
Fearless Hyena,6.7,0,0,1,0,Action,92
Rendez-Vous,5.8,0,0,1,0,Drama;Romance,100
Tashi and the Monk,8.1,0,0,1,0,Documentary;Biography;Family,39
A Little Trip to Heaven,6,0,0,1,0,Drama;Thriller,98
Unity,7.4,0,0,1,0,Documentary,99
Strays,5.6,0,0,1,0,Crime;Drama,105
The Chaperone,5,0,0,1,0,Drama,103
Monster Camp,6.6,0,0,1,0,Documentary;Fantasy,81
Cast a Deadly Spell,6.5,0,0,1,0,Comedy;Fantasy;Horror;Mystery,96
Until Forever,6.3,0,0,1,0,Drama;Romance,100
I Walk the Line,6.6,0,0,1,0,Drama,97
Disco Dancer,6.4,0,0,1,0,Drama;Musical;Romance,135
Savage Streets,6.3,0,0,1,0,Action;Crime;Drama;Thriller,93
The City of Your Final Destination,6.3,0,0,1,0,Drama;Romance,117
Rhymes for Young Ghouls,6.5,0,0,1,0,Crime;Drama,88
Aya,7.2,0,0,1,0,Short;Drama;Music;Romance,40
The Penguin King,6.7,0,0,1,0,Adventure;Drama;Family,78
Copwatch,5.2,0,0,1,0,Documentary,95
Bruce Lee; My Brother,6.5,0,0,1,0,Biography;Drama,129
Redemption Road,5.7,0,0,1,0,Action;Adventure;Thriller;Western,91
If so,8.1,0,0,1,0,Mystery,80
Citizen Koch,6.6,0,0,1,0,Documentary;Drama,90
Why We Ride,7.6,0,0,1,0,Documentary;Family;History;Sport,89
Befikre,3.9,0,0,1,0,Comedy;Drama;Romance,130
Ben Hur,7,0,0,1,0,Adventure;Drama;History,212
Black Ruby,7.2,0,0,1,0,Drama,91
Master,6.5,0,0,1,0,Drama,138
The Last Broadcast,5.3,0,0,1,0,Horror;Mystery,86
Khiladi,7.2,0,0,1,0,Action;Romance;Thriller,157
Ovum,8,0,0,1,0,Short;Fantasy;Thriller,17
Bey Yaar,8.5,0,0,1,0,Comedy;Drama;Family,150
Morlang,6.3,0,0,1,0,Drama,94
Mourning Son,8.1,0,0,1,0,Documentary,107
If I Were You,7,0,0,1,0,Comedy;Drama,115
The 25th Anniversary Rock and Roll Hall of Fame Concerts,8.7,0,0,1,0,Music,255
Escape from Firebase Kate,9,0,0,1,0,Documentary,60
Mom at Sixteen,6.7,0,0,1,0,Drama,90
Project A-Ko,7,0,0,1,0,Animation;Action;Adventure;Comedy;Sci-Fi,86
Skirt Day,6.9,0,0,1,0,Drama,87
Maayavan,7.3,0,0,1,0,Action;Mystery;Sci-Fi;Thriller,129
Falling Angels,6.7,0,0,1,0,Drama,109
Don't Worry Baby,5.3,0,0,1,0,Comedy;Drama,88
Love Is All You Need?,6.3,0,0,1,0,Drama,121
The Dungeon Masters,6,0,0,1,0,Documentary;Drama,87
Who Is Cletis Tout?,6.3,0,0,1,0,Comedy;Crime,92
Annamalai,7.7,0,0,1,0,Action;Drama,164
Air,5.1,0,0,1,0,Drama;Sci-Fi;Thriller,95
The White Meadows,7.5,0,0,1,0,Drama,92
Age of Heroes,5.6,0,0,1,0,Action;Adventure;Drama;Thriller;War,90
Sidekick,5.3,0,0,1,0,Short;Action;Drama;Fantasy,15
X/Y,4.2,0,0,1,0,Drama,82
The Little Traitor,6.9,0,0,1,0,Drama,88
Coming To My Senses,7.2,0,0,1,0,Documentary;Adventure;Biography,85
Geronimo,5.8,0,0,1,0,Drama;History;Western,115
All Mistakes Buried,4.9,0,0,1,0,Drama;Thriller,84
Executioners from Shaolin,7,0,0,1,0,Action;Drama,98
Molly,5.8,0,0,1,0,Drama,85
Gehenna: Where Death Lives,4.9,0,0,1,0,Horror;Mystery;Thriller,105
As I Lay Dying,5.4,0,0,1,0,Drama,110
The New Radical,6.5,0,0,1,0,Documentary,117
The Rolling Stones: Sweet Summer Sun - Hyde Park Live,8.1,0,0,1,0,Documentary;Music,121
Furious,6.2,0,0,1,0,Action;Drama;History;War,107
Beyond the Time Barrier,5.3,0,0,1,0,Romance;Sci-Fi,75
Brothers of the Wind,6.8,0,0,1,0,Adventure;Drama;Family,98
The Freebie,5.1,0,0,1,0,Comedy;Drama,78
The Lady Without Camelias,7.1,0,0,1,0,Drama,101
Affinity,6.2,0,0,1,0,Drama;Romance,120
Shortwave,4.3,0,0,1,0,Sci-Fi;Thriller,85
Saaransh,8.2,0,0,1,0,Drama,137
Sherlock Holmes and the Secret Weapon,6.6,0,0,1,0,Adventure;Crime;Drama;Mystery;Thriller,68
Four Seasons Lodge,6.9,0,0,1,0,Documentary,97
Vessel,7.6,0,0,1,0,Short;Horror;Sci-Fi;Thriller,14
Duelle,7.3,0,0,1,0,Drama;Fantasy;Mystery;Romance,121
Sodom and Gomorrah,5.7,0,0,1,0,Adventure;Drama;History,154
Germans & Jews,7.6,0,0,1,0,Documentary,76
The Aryan Couple,6.3,0,0,1,0,Drama;War,120
Jackals,5.1,0,0,1,0,Horror;Thriller,85
Beacon Point,5.7,0,0,1,0,Thriller,85
PlantPure Nation,7.5,0,0,1,0,Documentary,95
And While We Were Here,5.8,0,0,1,0,Drama;Romance,83
After the Ball,5.9,0,0,1,0,Comedy,101
YellowBrickRoad,4.7,0,0,1,0,Horror;Thriller,98
The Falls: Testament Of Love,6.5,0,0,1,0,Drama;Romance,123
The Japanese Wife,7.6,0,0,1,0,Drama;Romance,105
Safe House,7,0,0,1,0,Action;Thriller,115
The Phoenix Incident,5,0,0,1,0,Mystery;Sci-Fi;Thriller,81
Black Moon Rising,5.5,0,0,1,0,Action;Crime;Thriller,100
Mithya,7.1,0,0,1,0,Comedy;Crime;Thriller,110
Desert Saints,6,0,0,1,0,Action;Romance;Thriller,88
Rage,5,0,0,1,0,Horror;Sci-Fi,91
Faith Connections,7.5,0,0,1,0,Documentary;Biography;Drama,115
Tarzan of the Apes,5.7,0,0,1,0,Action;Adventure,73
Bank Chor,5.9,0,0,1,0,Action;Comedy;Thriller,120
Jack and the Beanstalk,6,0,0,1,0,Adventure;Comedy;Family;Fantasy,94
Riders,5.5,0,0,1,0,Action;Crime;Thriller,83
Gunde Jaari Gallanthayyinde,7.1,0,0,1,0,Comedy;Drama;Romance,150
Transylvania 6-5000,5,0,0,1,0,Comedy;Fantasy;Horror,93
Under The Greenwood Tree,6.9,0,0,1,0,Drama;Romance,93
All the Wilderness,5.8,0,0,1,0,Drama,85
Shine,4.7,0,0,1,0,Biography;Drama;Music;Romance,105
Khamoshi: The Musical,7.5,0,0,1,0,Drama;Musical;Romance,159
Castles in the Sky,6.8,0,0,1,0,Biography;Drama;History;War,90
Alien Trespass,5.7,0,0,1,0,Comedy;Horror;Sci-Fi;Thriller,90
Ley Lines,6.9,0,0,1,0,Crime;Drama;Thriller,105
Zorro,6.6,0,0,1,0,Action;Adventure;Comedy;Romance;Thriller;Western,136
King's Faith,6.4,0,0,1,0,Drama,108
Sins of My Father,7.2,0,0,1,0,Documentary,94
Anukokunda Oka Roju,8,0,0,1,0,Mystery;Thriller,145
Exte: Hair Extensions,6.3,0,0,1,0,Comedy;Horror,108
The Perfect Stranger,6.7,0,0,1,0,Drama,90
Not Wanted,6.9,0,0,1,0,Drama,91
Theevram,6.5,0,0,1,0,Action;Crime;Thriller,135
The Tamarind Seed,6.4,0,0,1,0,Drama;Romance,125
The Piper,6.3,0,0,1,0,Horror;Mystery;Thriller,119
Key of Life,7.4,0,0,1,0,Action;Comedy;Crime,112
The David Dance,7.4,0,0,1,0,Drama,108
Schweigeminute,7.2,0,0,1,0,Drama;Romance,89
RWBY: Volume 3,8.7,0,0,1,0,Animation;Action;Drama;Fantasy;Sci-Fi;Thriller,173
Clancy,6.9,0,0,1,0,Drama,119
Somewhere Else Tomorrow,7.5,0,0,1,0,Documentary;Adventure;Drama;News,107
House Arrest,5.8,0,0,1,0,Comedy;Family,108
The Cat Came Back,7.5,0,0,1,0,Animation;Short;Comedy;Family;Musical,7
The Baker,6.4,0,0,1,0,Comedy;Thriller,86
Five Fingers of Death,7.1,0,0,1,0,Action;Drama;Romance,105
Retake,6.5,0,0,1,0,Drama;Romance,98
Bombay to Goa,6.9,0,0,1,0,Action;Adventure;Comedy;Crime,132
The Devil Bat,5.5,0,0,1,0,Horror;Sci-Fi,68
My Little Bride,7.1,0,0,1,0,Comedy;Drama;Romance,115
Weightless,5.7,0,0,1,0,Drama;Music;Romance,129
The Ghost Army,7.6,0,0,1,0,Documentary;History,68
Legacy of Rage,6.1,0,0,1,0,Action,87
Warriors Two,7.3,0,0,1,0,Action;Drama,95
Toonstone,7.5,0,0,1,0,Animation;Action;Comedy;Western,81
Seven Days in Utopia,6,0,0,1,0,Drama;Sport,100
The Late Shift,6.8,0,0,1,0,Comedy;Drama,95
Caught,4.3,0,0,1,0,Drama;Thriller,110
In the Line of Duty 4,7.1,0,0,1,0,Action;Comedy;Crime,94
Five Minarets in New York,5.8,0,0,1,0,Action;Thriller,119
From the Hip,6.2,0,0,1,0,Comedy;Crime;Drama;Mystery,111
Ana Maria in Novela Land,5.6,0,0,1,0,Comedy;Drama;Romance,89
Traded,5.1,0,0,1,0,Action;Western,98
The Last Sin Eater,5.6,0,0,1,0,Drama,117
Common,7.3,0,0,1,0,Crime;Drama,90
The Avenging Eagle,7.4,0,0,1,0,Action;Adventure;Drama,90
Scatter My Ashes at Bergdorf's,6.3,0,0,1,0,Documentary,93
Crocodile Dundee in Los Angeles,4.8,0,0,1,0,Action;Adventure;Comedy;Crime,92
A Little Help,5.6,0,0,1,0,Comedy;Drama;Romance,109
Backlight,6.2,0,0,1,0,Drama;Mystery;Sci-Fi,90
Nancy; Please,5.6,0,0,1,0,Drama,83
Jonestown: Paradise Lost,7.2,0,0,1,0,Documentary;History,100
Kadaikutty Singam,6.9,0,0,1,0,Action;Drama,149
Sicario,6.5,0,0,1,0,Action;Crime;Drama;Mystery;Thriller,121
The Christmas Toy,8.1,0,0,1,0,Family;Fantasy;Musical,50
Bloodrunners,4.9,0,0,1,0,Action;Crime;Horror;Mystery;Thriller,95
Night on the Galactic Railroad,7.1,0,0,1,0,Animation;Adventure;Drama;Family;Fantasy;Mystery,113
Greek Pete,5,0,0,1,0,Drama;Romance,75
3 Nights in the Desert,5.1,0,0,1,0,Drama,90
